SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
10,179987,0,9511,0,0,0,NaN,18895.649780254444,11.120189254547366,NaN,0.6556851654094517,1.8206495339130434E8,1,100000,UNIFORM,0,190,0,0,0,0,268,2039.0,0,0.0,0,1803,0,237,0,206,214,17474,0,0,169,267,84.0,237,0,1.241864983001457,0.0,10,0,0,20164,0.0,0.0,17816.0,0,0,0,0,0.0,71313,0.0,0.0,0,1687,0,0.0,0.0,80.0,0.0,1,223,90345,9.499001156555567,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.3210296260320544,106,0,0.0,0,1,381,0.0,1807,0,0.0,0,244,0.0,48784,101,0,0.0,0,0,0.0,0,0,0,0,0,95110,0,0.0,17803,8,0,0
11,179993,0,8594,0,0,0,NaN,20909.426673260412,13.36911577845008,NaN,0.6502433028942397,1.7889356591304347E8,1,100000,UNIFORM,0,219,0,0,0,0,268,2329.0,0,0.0,0,2047,0,311,0,0,258,19220,0,0,191,311,107.0,311,0,1.254505563391318,0.0,10,0,0,12269,0.0,0.0,19644.0,0,0,0,0,0.0,74593,0.0,0.0,0,1839,0,0.0,0.0,102.0,0.0,1,0,81533,9.487200372352804,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.2505876821814763,132,0,0.0,0,1,380,0.0,1985,0,0.0,0,314,0.0,0,117,0,0.0,0,0,0.0,0,0,0,0,0,85940,0,0.0,19635,5,0,0
12,180014,0,0,3919,2,1,45674.60057693289,NaN,21.651034421213666,10023.319511354937,0.6502569550920748,1.9098557833333334E8,1,100000,UNIFORM,0,260,1065,8175,10,0,261,0.0,0,10.0,8,0,0,9304,53864,0,-1116,0,369,0,188,9327,117.0,9327,7,1.2488028315636062,44035.0,0,444,1409,6344,1.0,0.0,0.0,37280,0,0,0,0.48226588415412097,107203,2.0,1.0,0,1634,7332,3920.0,0.0,110.0,0.4873692268435825,1,0,37300,0.0,0,0,0.0,3756,480,242,0,1.0,0,3,9.51773411584588,489,10.0,1.2054965646470956,156,29930,0.0,1585,1,377,5404.0,1949,34281,0.0,0,402,0.0,0,141,3,10.0,0,1,9.512630773156417,1061,586,1343,5692,8,39190,70,0.0,0,7,0,0
13,179990,0,8680,0,0,0,NaN,20704.25528801843,15.038363824884794,NaN,0.681230416494497,1.704408855652174E8,1,100000,UNIFORM,0,224,0,0,0,0,268,2267.0,0,0.0,0,1985,0,302,0,343,252,19047,0,0,185,314,107.0,302,0,1.237936507936508,0.0,10,0,0,10439,0.0,0.0,19456.0,0,0,0,0,0.0,75511,0.0,0.0,0,1824,0,0.0,0.0,102.0,0.0,1,330,82432,9.496774193548386,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.2666666666666666,136,0,0.0,0,1,379,0.0,1967,0,0.0,0,319,0.0,50061,127,0,0.0,0,0,0.0,0,0,0,0,0,86800,0,0.0,19447,5,0,0
14,179996,0,8409,0,0,0,NaN,21372.70929599239,13.592459388750148,NaN,0.6784913193094492,1.843038806956522E8,1,100000,UNIFORM,0,223,0,0,0,0,268,2376.0,0,0.0,0,2089,0,323,0,0,265,19628,0,0,194,323,114.0,323,0,1.247951769979904,0.0,10,0,0,15698,0.0,0.0,20075.0,0,0,0,0,0.0,76716,0.0,0.0,0,1870,0,0.0,0.0,107.0,0.0,1,0,80005,9.514210964442858,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.2413046838769517,131,0,0.0,0,1,380,0.0,2021,0,0.0,0,339,0.0,0,121,0,0.0,0,0,0.0,0,0,0,0,0,84090,0,0.0,20065,8,0,0
15,179992,0,8672,0,0,0,NaN,20719.293124654057,12.989032979704795,NaN,0.5914159512964666,1.8401400626086956E8,1,100000,UNIFORM,0,233,0,0,0,0,268,2320.0,0,0.0,0,2028,0,309,0,171,252,19009,0,0,189,348,101.0,309,0,1.2413406029506093,0.0,10,0,0,7399,0.0,0.0,19449.0,0,0,0,0,0.0,78929,0.0,0.0,0,1821,0,0.0,0.0,97.0,0.0,1,169,82342,9.495156826568266,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.1978832584990378,129,0,0.0,0,1,380,0.0,1962,0,0.0,1,338,0.0,57137,121,0,0.0,0,0,0.0,0,0,0,0,0,86720,0,0.0,19438,6,0,0
16,179989,0,8673,0,0,0,NaN,20721.65181609593,14.494604404473654,NaN,0.5907767433648321,1.82193776E8,1,100000,UNIFORM,0,225,0,0,0,0,268,2241.0,0,0.0,0,1954,0,314,0,267,245,19041,0,0,181,326,99.0,314,0,1.237726913970008,0.0,10,0,0,11020,0.0,0.0,19477.0,0,0,0,0,0.0,77900,0.0,0.0,0,1828,0,0.0,0.0,94.0,0.0,1,274,82422,9.503286060186786,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.2059984214680348,120,0,0.0,0,1,380,0.0,1964,0,0.0,0,314,0.0,51820,115,0,0.0,0,0,0.0,0,0,0,0,0,86730,0,0.0,19465,10,0,0
17,180012,0,0,3899,0,0,45939.08340600154,NaN,19.918585021800464,10216.498803795845,0.6094000803183612,1.925762406956522E8,1,100000,UNIFORM,0,257,1139,8346,10,0,261,0.0,0,10.0,8,0,0,9466,0,0,-1109,0,0,0,185,9466,111.0,9466,7,1.2495891536565324,44286.0,0,443,0,8101,1.0,0.0,0.0,37130,0,0,0,0.5003847140292382,90100,0.0,0.0,0,1641,7543,3899.0,0.0,103.0,0.4770453962554501,1,0,37039,0.0,0,0,0.0,3741,0,242,0,1.0,0,0,9.499615285970762,0,10.0,1.3167625308134758,155,0,0.0,1569,1,379,5379.0,1972,34310,0.0,0,412,0.0,0,141,0,10.0,0,0,9.52295460374455,1053,0,1402,5692,8,38990,0,0.0,0,7,0,0
18,179975,0,8831,0,0,0,NaN,20344.527703317857,11.86132510474465,NaN,0.6862975974835801,1.8363718782608697E8,1,100000,UNIFORM,0,215,0,0,0,0,268,2230.0,0,0.0,0,1946,0,309,0,184,246,18694,0,0,181,354,98.0,309,0,1.2427261227071473,0.0,10,0,0,14542,0.0,0.0,19122.0,0,0,0,0,0.0,72640,0.0,0.0,0,1789,0,0.0,0.0,94.0,0.0,1,178,83940,9.505152304382289,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.1606578115117014,131,0,0.0,0,1,379,0.0,1927,0,0.0,0,308,0.0,49014,124,0,0.0,0,0,0.0,0,0,0,0,0,88310,0,0.0,19113,4,0,0
19,179982,0,8695,0,0,0,NaN,20669.69810143761,14.796559056929269,NaN,0.5653517290856542,1.7434159304347825E8,1,100000,UNIFORM,0,208,0,0,0,0,268,2243.0,0,0.0,0,1967,0,287,0,269,253,18973,0,0,183,322,105.0,287,0,1.2432181057200433,0.0,10,0,0,8972,0.0,0.0,19375.0,0,0,0,0,0.0,74864,0.0,0.0,0,1818,0,0.0,0.0,99.0,0.0,1,269,82603,9.500057504312823,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.2261664858161525,127,0,0.0,0,1,380,0.0,1957,0,0.0,0,299,0.0,50865,116,0,0.0,0,0,0.0,0,0,0,0,0,86950,0,0.0,19367,12,0,0
